skv,X,Y,H,Ip,Il,W,r,rs,e,WL,Wp,jn,E12mk.w,jw,rd,d0.3,cluster,qname
1217(15),462938.43640840007,89378.67791279998,2.7,9.75,-1.022564103,11.13,1.79,2.69,0.6709999999999999,30.85,21.1,20.48,,,1.61,,Q,L.epIII-H
1219(15),463083.14858050004,89365.45184400001,0.7,12.7,-0.149606299,22.09,1.85,2.7,0.7759999999999999,36.69,23.99,24.28,,,1.52,,Q,L.epIII-H
1212(15),463166.41066899995,89366.63900479997,0.9,15.86,-0.098360656,22.48,1.92,2.71,0.726,39.9,24.04,24.28,,,1.57,,Q,L.epIII-H
1166(15),462812.19525850005,89458.37294079998,23.7,9.0,0.333333333,19.0,2.12,2.72,0.528,25.0,16.0,18.4,,,1.78,,Q,L.epIII-H
1248(15),460801.86484780005,89887.17622479999,5.8,34.9,0.349570201,53.5,1.66,2.76,1.556,76.2,41.3,13.46,,,1.08,,N,edH
1215(15),462923.0851366,89365.13732000001,3.0,11.83,-0.760777684,13.17,1.82,2.7,0.677,34.0,22.17,22.18,,,1.61,,Q,L.epII
1026(15),462979.6418617001,89379.00849759998,2.5,14.8,-0.576351351,12.48,1.9,2.71,0.604,35.81,21.01,21.48,,,1.69,,Q,L.epIII-H
1417(15),463724.5122673,89448.62805039997,4.7,13.52,-0.481508876,14.88,1.88,2.71,0.652,34.91,21.39,22.18,,,1.64,,Q,L.epI
1219(15),463083.14858050004,89365.45184400001,2.6,12.52,-0.4305111820000001,13.04,1.73,2.7,0.765,30.95,18.43,20.18,,,1.53,,Q,L.epIII-H
1026(15),462979.6418617001,89379.00849759998,1.3,12.09,-0.206782465,19.81,1.98,2.7,0.636,34.4,22.31,24.28,,,1.65,,Q,L.epIII-H
1035(15),463020.6748288,89380.1126776,1.0,14.56,-0.192307692,21.32,1.97,2.71,0.6729999999999999,38.68,24.12,24.14,,,1.62,,Q,L.epIII-H
1208(15),463157.0326693,89358.0183704,0.4,14.36,-0.11281337,20.95,1.98,2.71,0.652,36.93,22.57,24.14,,,1.64,,Q,L.epIII-H
1802(15),460990.08103929996,89845.1866016,24.4,32.5,0.335384615,42.2,1.8,2.76,1.173,63.8,31.3,9.39,,,1.27,,N,edH
1802(15),460990.08103929996,89845.1866016,19.8,27.1,0.354243542,40.0,1.83,2.75,1.099,57.5,30.4,17.13,,,1.31,,N,edH
1212(15),463166.41066899995,89366.63900479997,3.2,12.65,-0.445849802,13.27,1.81,2.7,0.688,31.56,18.91,16.1,,,1.6,,Q,L.epIII-H
1805(15),460958.51231500006,89850.73159279997,19.8,32.9,0.191489362,48.3,1.72,2.76,1.379,74.9,42.0,13.13,,,1.16,,N,edH
1245(15),460761.0418639001,89889.47559599997,23.5,37.6,0.103723404,57.4,1.58,2.76,1.76,91.1,53.5,15.39,,,1.0,,N,edH
1215(15),462923.0851366,89365.13732000001,4.5,10.78,-0.638218924,12.88,1.91,2.7,0.598,30.54,19.76,24.14,,,1.69,,Q,L.epII
1806(15),460955.4638089001,89848.51921760001,11.4,29.1,0.432989691,46.6,1.73,2.75,1.331,63.1,34.0,15.07,,,1.18,,N,edH
1204(15),462903.46295649995,89383.84681359999,0.5,14.4,-0.256944444,20.12,2.01,2.71,0.623,38.22,23.82,25.38,,,1.67,,Q,L.epIII-H
1026(15),462979.6418617001,89379.00849759998,4.3,16.91,-0.321703134,12.85,2.03,2.72,0.511,35.2,18.29,21.33,,,1.8,,Q,L.epIII-H
1409(15),463312.54772709997,89355.48611760001,4.7,11.3,-0.053982301,17.04,2.02,2.7,0.561,28.95,17.65,18.0,,,1.73,,Q,L.epIII-H
1401(15),463204.81884609995,89364.35301759998,3.5,12.56,-0.507961783,13.6,1.86,2.7,0.6459999999999999,32.54,19.98,22.47,,,1.64,,Q,L.epIII-H
1225(15),463539.7607986,89344.69861359998,2.7,10.02,-0.425149701,16.35,1.82,2.69,0.7240000000000001,30.63,20.61,20.48,,,1.56,,Q,L.epIII-H
1201(15),462844.43517909996,89419.31173680001,4.6,12.68,-0.216088328,16.58,2.08,2.7,0.517,32.0,19.32,26.2,,,1.78,,Q,L.epIII-H
1802(15),460990.08103929996,89845.1866016,10.4,21.7,0.377880184,32.9,1.91,2.73,0.8959999999999999,46.4,24.7,15.39,,,1.44,,Q,edH
1801(15),460988.7498958,89840.74579039997,16.7,23.9,0.271966527,34.5,1.89,2.74,0.943,51.9,28.0,15.23,,,1.41,,N,edH
1115(15),463058.1343318,89399.49404800001,25.8,13.1,0.015267176,18.4,2.1,,0.4920000000000001,31.3,18.2,24.0,,,1.77,,,L.epIII-H
1122(15),463048.8313261,89411.10734480001,17.0,13.6,0.25,24.5,2.05,2.77,0.679,34.7,21.1,20.0,,,1.65,,Q,L.epIII-H
1019(15),461021.31979,89837.08258959997,17.8,15.7,0.363057325,26.0,2.02,2.76,0.725,36.0,20.3,9.0,,,1.6,,Q,edH
1717(15),463713.60064029996,89442.4995168,17.8,15.4,0.13636363599999998,,2.04,2.73,0.665,37.7,22.3,25.0,,,1.64,,,L.epI
1802(15),460990.08103929996,89845.1866016,4.4,23.5,0.055319149000000005,30.4,1.94,2.74,0.8390000000000001,52.6,29.1,21.48,,,1.49,,Q,edH
1807(15),460960.71713859995,89853.69481039997,5.6,29.5,0.410169492,44.1,1.79,2.85,1.298,61.5,32.0,8.0,,,1.24,,N,edH
1064(15),463082.00492200005,89384.0636344,19.8,11.3,0.194690265,20.5,2.08,2.7,0.561,29.6,18.3,21.0,,,1.73,,Q,L.epIII-H
1133(15),463716.69039309997,89438.34646160001,20.7,12.4,0.266129032,20.9,2.08,2.77,0.61,30.0,17.6,18.0,,,1.72,,Q,L.epI
1271(15),463915.4694895,89639.74220159998,12.7,28.2,0.354609929,46.9,1.75,2.75,1.311,65.1,36.9,11.0,,,1.19,,N,edH
1481(15),460738.3636783,89900.26577679998,10.6,41.7,0.498800959,62.9,1.63,2.84,1.84,83.8,42.1,8.0,,,1.0,,N,L.epIII-H
1709(15),462845.0838772,89433.76913359998,23.7,15.8,-0.012658228,21.8,2.04,2.69,0.611,37.8,22.0,24.0,,,1.67,,Q,L.epIII-H
1717(15),463713.60064029996,89442.4995168,27.0,11.0,0.063636364,20.4,2.11,2.72,0.5539999999999999,30.7,19.7,24.0,,,1.75,,Q,L.epI
1230(15),463688.0201869,89382.29828480001,0.4,17.64,-0.048752834,20.99,1.98,2.72,0.659,39.49,21.85,23.38,,,1.64,,Q,L.epIII-H
1065(15),462408.6487948,89543.7307392,22.0,14.2,0.056338028,17.9,2.13,2.76,0.525,31.3,17.1,19.0,,,1.81,,Q,L.epIII-H
1065(15),462408.6487948,89543.7307392,22.0,14.2,0.056338028,17.9,2.13,2.76,0.525,31.3,17.1,19.0,,,1.81,,Q,L.epIII-H
1717(15),463713.60064029996,89442.4995168,10.2,17.2,0.052325581,24.6,2.01,2.73,0.696,40.9,23.7,23.0,,,1.61,,Q,L.epI
1014(15),461065.5512512,89837.63668719998,17.0,11.2,0.491071429,22.8,2.02,2.75,0.677,28.5,17.3,17.0,,,1.64,,Q,edH
1705(15),462812.90770150005,89409.98442719998,24.0,15.0,0.1,22.5,2.04,2.68,0.605,36.0,21.0,24.0,,,1.67,,Q,L.epIII-H
1705(15),462812.90770150005,89409.98442719998,24.0,15.0,0.1,22.5,2.04,2.68,0.605,36.0,21.0,24.0,,,1.67,,Q,L.epIII-H
1715(15),462010.76812779997,89670.44375919997,10.2,14.0,0.14285714300000002,23.0,2.05,2.72,0.629,35.0,21.0,24.8,,,1.67,,Q,L.epIII-H
1803(15),460993.17454180005,89848.29168960001,12.5,25.6,0.1484375,37.0,1.88,2.8,1.044,58.8,33.2,10.0,,,1.37,,N,edH
1014(15),461065.5512512,89837.63668719998,13.0,9.1,0.43956044,24.3,2.03,2.75,0.687,29.4,20.3,19.0,,,1.63,,Q,edH
1109(15),463117.46958459995,89389.23387360001,5.0,14.3,-0.398601399,14.6,2.1,2.75,0.503,34.6,20.3,26.0,,,1.83,,Q,L.epIII-H
1238(15),461232.8103694,89807.7114016,10.3,14.9,0.0,22.0,2.06,2.73,0.615,36.9,22.0,20.0,,,1.69,,Q,edH
385-02(15),461098.8748351001,89832.48250879998,9.8,21.4,0.285046729,30.0,1.97,2.79,0.836,45.3,23.9,16.0,,,1.52,,Q,edH
1807(15),460960.71713859995,89853.69481039997,7.6,28.1,0.199288256,38.6,1.9,2.87,1.095,61.1,33.0,13.0,,,1.37,,N,edH
1134(15),463845.5075869,89537.63700399997,1.8,16.9,-0.437869822,16.6,2.08,2.75,0.545,40.9,24.0,21.0,,,1.78,,Q,edH
1815(15),461060.25667480007,89833.45686399998,11.2,13.3,0.293233083,22.5,2.08,2.76,0.624,31.9,18.6,14.0,,,1.7,,Q,edH
1250(15),460780.8627781,89876.14379359999,8.8,37.4,0.21657754,58.4,1.67,2.83,1.695,87.7,50.3,12.0,,,1.05,,N,edH
1179(15),462382.79461329995,89507.41459359998,7.7,12.4,-0.39516129,15.5,2.09,2.72,0.503,32.8,20.4,26.0,,,1.81,,Q,L.epII
1801(15),460988.7498958,89840.74579039997,9.6,25.0,0.376,34.8,1.89,2.79,0.993,50.4,25.4,8.0,,,1.4,,N,edH
1812(15),460888.89913450007,89861.8630656,18.5,25.6,0.08203125,38.2,1.86,2.83,1.096,61.7,36.1,16.0,,,1.35,,N,edH
1017(15),461028.9166822,89841.9918408,10.0,19.0,0.142105263,26.5,2.03,2.81,0.7559999999999999,42.8,23.8,12.0,,,1.6,,Q,edH
1803(15),460993.17454180005,89848.29168960001,5.6,25.1,0.374501992,35.4,1.89,2.82,1.014,51.1,26.0,9.0,,,1.4,,N,edH
1475(15),461270.5211023001,89804.9730352,8.4,12.0,-0.566666667,10.2,2.31,2.71,0.29,29.0,17.0,26.0,,,2.1,,Q,edH
1803(15),460993.17454180005,89848.29168960001,17.7,31.3,0.239616613,39.5,1.86,2.85,1.143,63.3,32.0,10.0,,,1.33,,N,edH
1862(15),462439.9137934001,89505.7442704,5.4,15.9,-0.301886792,17.2,2.14,2.71,0.481,37.9,22.0,25.0,,,1.83,,Q,L.epIII-H
1145(15),463833.01358649996,89514.154776,4.7,18.5,0.010810811000000002,27.6,1.96,2.75,0.7859999999999999,45.9,27.4,21.0,,,1.54,,Q,edH
1802(15),460990.08103929996,89845.1866016,7.4,23.4,0.106837607,29.5,1.98,2.81,0.8370000000000001,50.4,27.0,11.0,,,1.53,,N,edH
1801(15),460988.7498958,89840.74579039997,7.3,24.5,0.359183673,34.1,1.91,2.8,0.972,49.8,25.3,12.0,,,1.42,,N,edH
1802(15),460990.08103929996,89845.1866016,1.8,25.7,0.011673152,28.1,1.98,2.74,0.768,53.5,27.8,12.0,,,1.55,,N,edH
1802(15),460990.08103929996,89845.1866016,16.4,28.3,0.19434629,37.7,1.86,2.79,1.067,60.5,32.2,12.0,,,1.35,,N,edH
1239(15),461201.2378954,89815.756524,2.8,11.4,-0.526315789,11.0,2.3,2.71,0.329,28.4,17.0,22.0,,,2.07,,Q,edH
1718(15),463708.8572698,89446.64721839999,7.9,17.9,-0.05027933,23.0,2.02,2.8,0.7070000000000001,41.8,23.9,22.0,,,1.64,,Q,L.epI
1801(15),460988.7498958,89840.74579039997,14.4,26.6,0.251879699,34.1,1.95,2.9,1.0,54.0,27.4,11.0,,,1.45,,N,edH
1063(15),463258.24457170005,89350.40688960001,13.0,16.0,-0.10625,17.5,2.12,2.7,0.5,35.2,19.2,25.0,,,1.8,,Q,L.epIII-H
1017(15),461028.9166822,89841.9918408,1.3,16.5,-0.260606061,16.7,2.02,2.72,0.5720000000000001,37.5,21.0,18.08,,,1.73,,Q,edH
1805(15),460958.51231500006,89850.73159279997,7.9,36.8,0.059782609,40.4,1.84,2.82,1.153,75.0,38.2,12.0,,,1.31,,N,edH
1252(15),460791.77065540006,89881.85073119999,16.7,34.6,0.08959537599999999,42.6,1.78,2.74,1.192,74.1,39.5,13.0,,,1.25,,N,edH
1063(15),463258.24457170005,89350.40688960001,19.4,13.9,-0.122302158,19.5,2.1,2.69,0.528,35.1,21.2,26.0,,,1.76,,Q,L.epIII-H
1849(15),463724.8909870001,89429.701736,28.1,13.3,0.233082707,20.0,2.11,2.72,0.545,30.2,16.9,18.0,,,1.76,,Q,L.epII
1809(15),460923.8538379,89853.17283439999,7.2,32.0,0.36875,52.6,1.72,2.89,1.558,72.8,40.8,15.0,,,1.13,,N,edH
1312(15),461735.7313825,89725.38240239998,2.7,13.8,0.0,17.9,1.96,2.73,0.645,31.7,17.9,19.0,,,1.66,,Q,L.epIII-H
1833(15),462590.48674659996,89497.58538399998,4.6,13.6,0.066176471,16.8,2.15,2.77,0.505,29.5,15.9,18.0,,,1.84,,Q,L.epIII-H
1252(15),460791.77065540006,89881.85073119999,9.5,38.2,0.204188482,52.1,1.69,2.82,1.541,82.5,44.3,13.0,,,1.11,,N,edH
1252(15),460791.77065540006,89881.85073119999,26.3,34.0,0.185294118,50.3,1.68,2.81,1.348,78.0,44.0,16.0,,,1.12,,N,edH
1805(15),460958.51231500006,89850.73159279997,22.3,21.1,-0.118483412,36.4,1.9,2.85,1.05,60.0,38.9,16.0,,,1.39,,N,edH
1256(15),460814.08512010006,89868.9057264,2.8,30.1,0.162790698,35.9,1.89,2.86,1.058,61.1,31.0,18.0,,,1.39,,N,edH
1484(15),460679.92460380006,89916.98506959998,10.7,26.7,0.08239700400000001,30.3,1.93,2.8,0.892,54.8,28.1,14.0,,,1.48,,N,mHn
1849(15),463724.8909870001,89429.701736,9.3,20.3,-0.246305419,18.8,2.11,2.72,0.528,44.1,23.8,17.0,,,1.78,,Q,L.epII
1812(15),460888.89913450007,89861.8630656,15.0,32.0,-0.121875,41.5,1.84,2.83,1.177,77.4,45.4,12.0,,,1.3,,N,edH
1103(15),463079.79634870007,89389.44801759998,25.0,20.3,-0.310344828,20.4,2.06,2.7,0.579,47.0,26.7,23.0,,,1.71,,Q,L.epIII-H
1833(15),462590.48674659996,89497.58538399998,2.9,20.0,-0.2,16.0,2.17,2.75,0.471,40.0,20.0,16.0,,,1.87,,Q,L.epIII-H
1812(15),460888.89913450007,89861.8630656,12.2,26.9,-0.055762082,34.4,1.9,2.81,0.993,62.8,35.9,19.0,,,1.41,,N,edH
1109(15),463117.46958459995,89389.23387360001,29.0,21.6,-0.319444444,23.2,2.04,2.7,0.627,51.7,30.1,23.0,,,1.66,,Q,L.epIII-H
1063(15),463258.24457170005,89350.40688960001,27.0,21.5,-0.213953488,23.3,2.02,2.66,0.622,49.4,27.9,16.0,,,1.64,,Q,L.epIII-H
1262(15),463981.82418070006,89658.78897200001,1.5,24.7,-0.206477733,20.9,2.08,2.76,0.605,50.7,26.0,21.0,,,1.72,,Q,edH
1849(15),463724.8909870001,89429.701736,3.1,17.0,-0.4235294120000001,14.8,2.02,2.73,0.551,39.0,22.0,18.0,,,1.76,,Q,L.epII
1849(15),463724.8909870001,89429.701736,13.5,19.8,-0.171717172,19.6,2.1,2.71,0.54,42.8,23.0,16.0,,,1.76,,Q,L.epII
1479(15),460733.5153162,89897.46718239998,22.7,42.1,0.220902613,59.3,1.63,2.8,1.598,92.1,50.0,12.0,,,1.02,,N,L.epIII-H
1704(15),462813.8826235001,89413.28224480001,16.5,12.0,0.0,16.0,2.0,2.69,0.564,28.0,16.0,23.6,,,1.72,,Q,L.epIII-H
1235(15),461235.37141450006,89810.18074960001,10.0,14.6,-0.01369863,16.3,2.15,2.73,0.476,31.1,16.5,23.0,,,1.85,,Q,edH
1470(15),461298.31387869996,89794.24308239997,7.2,4.1,-1.390243902,7.3,,,,17.1,13.0,,,,,,,L.epI
1466(15),461336.1970978,89791.33875439999,7.2,6.3,-0.952380952,8.0,,,,20.3,14.0,,,,,,,L.epI
1235(15),461235.37141450006,89810.18074960001,6.8,8.3,-0.951807229,11.8,1.99,2.71,0.522,28.0,19.7,,,,1.78,,Q,edH
1210(15),463161.2960782,89361.7136928,2.4,10.5,-0.92,12.29,1.69,2.7,0.7879999999999999,32.45,21.95,,,,1.51,,Q,L.epIII-H
1285(15),462396.97972840007,89557.44264719998,3.3,9.7,-0.8659793809999999,12.9,1.66,2.71,0.8440000000000001,31.0,21.3,,,,1.47,,Q,L.epIII-H
1236(15),461229.3943927,89805.24740719997,6.5,7.3,-0.863013699,11.4,1.96,2.71,0.54,25.0,17.7,,,,1.76,,Q,edH
1483(15),460742.60083929996,89902.62002239998,1.2,21.7,-0.8617511520000001,24.7,,,,65.1,43.0,,,,,,,edH
1475(15),461270.5211023001,89804.9730352,6.0,2.8,-0.857142857,10.0,2.17,2.72,0.381,15.2,12.4,,,,1.97,,Q,edH
1465(15),461331.9486877,89788.68604560001,7.6,7.0,-0.857142857,7.0,1.98,2.71,0.465,20.0,13.0,,,,1.85,,Q,L.epI
1472(15),461303.8484359,89799.120212,7.3,6.7,-0.8059701490000001,5.9,,,,18.0,11.3,,,,,,,L.epI
1433(15),463131.4184686,89371.39032479998,1.9,12.03,-0.788029925,14.49,1.55,2.7,1.0,36.0,23.97,,,,1.35,,Q,L.epIII-H
1407(15),463237.2387523,89356.7308296,4.8,9.23,-0.780065005,11.0,,,,27.43,18.2,,,,,,,L.epIII-H
1477(15),461263.21668670006,89799.95671199998,6.0,7.0,-0.7571428570000001,8.7,1.73,2.7,0.698,21.0,14.0,,,,1.59,,Q,L.epI
1205(15),462896.63850249996,89377.6808048,2.5,11.0,-0.7563636359999999,11.46,1.61,2.7,0.875,30.78,19.78,,,,1.44,,Q,L.epII
1485(15),460676.62111809995,89915.66674560001,1.4,14.2,-0.7535211270000001,11.2,1.92,2.72,0.5720000000000001,36.1,21.9,,,,1.73,,Q,mHn
1697(15),462468.4677589001,89490.49320239999,2.5,12.1,-0.73553719,12.1,1.91,2.7,0.588,33.1,21.0,,,,1.7,,Q,L.epIII-H
1643(15),463243.5082507001,89365.16007279998,4.9,12.4,-0.733870968,12.9,1.87,2.72,0.639,34.4,22.0,,,,1.66,,Q,L.epIII-H
1461(15),461366.5059229001,89784.01770639999,7.5,7.0,-0.7142857140000001,8.0,1.65,2.69,0.758,20.0,13.0,,,,1.53,,Q,L.epI
1401(15),463204.81884609995,89364.35301759998,2.2,11.57,-0.7070008640000001,11.82,1.69,2.7,0.7879999999999999,31.57,20.0,,,,1.51,,Q,L.epIII-H
1037(15),462844.2401947001,89451.136212,2.8,12.8,-0.6875,14.9,1.92,2.72,0.629,36.5,23.7,,,,1.67,,Q,L.epIII-H
1893(15),462298.8613285,89554.61862319997,2.9,12.4,-0.677419355,12.0,,,,32.8,20.4,,,,,,,L.epIII-H
1815(15),461060.25667480007,89833.45686399998,5.6,7.7,-0.675324675,14.0,1.97,2.71,0.5660000000000001,26.9,19.2,,,,1.73,,Q,edH
1208(15),463157.0326693,89358.0183704,4.0,10.05,-0.666666667,13.94,1.88,2.7,0.636,30.69,20.64,,,,1.65,,Q,L.epIII-H
1484(15),460679.92460380006,89916.98506959998,1.3,14.0,-0.664285714,11.1,1.93,2.72,0.563,34.4,20.4,,,,1.74,,Q,mHn
1233(15),463719.9901291,89420.1468984,2.6,12.07,-0.65948633,11.97,1.68,2.69,0.7929999999999999,32.0,19.93,,,,1.5,,Q,L.epII
1459(15),461372.91041049996,89788.59101919999,7.3,6.4,-0.65625,8.1,2.09,2.7,0.399,18.7,12.3,,,,1.93,,Q,L.epI
1649(15),462367.50708640006,89566.71775920001,2.7,10.8,-0.648148148,10.2,,,,28.0,17.2,,,,,,,L.epIII-H
1608(15),460653.8641888,89926.6657168,0.8,13.3,-0.646616541,18.1,2.0,2.75,0.627,40.0,,,,,1.69,,,mHn
1142(15),463829.1626446,89500.95012159998,1.8,21.0,-0.642857143,15.5,2.09,2.79,0.541,50.0,29.0,,,,1.81,,Q,edH
1405(15),463239.05360710004,89360.43953599998,1.9,12.3,-0.638211382,14.0,,,,34.15,21.85,,,,,,,L.epIII-H
1401(15),463204.81884609995,89364.35301759998,4.8,12.24,-0.638071895,12.32,,,,32.37,20.13,,,,,,,L.epIII-H
1718(15),463708.8572698,89446.64721839999,2.8,11.6,-0.637931034,12.2,1.69,2.7,0.7879999999999999,31.2,19.6,,,,1.51,,Q,L.epI
1403(15),463197.1544592999,89357.79084239998,2.1,13.87,-0.637346792,13.0,,,,35.71,21.84,,,,,,,L.epIII-H
1619(15),460922.10647770006,89847.38023919998,0.8,19.1,-0.633507853,16.6,1.97,2.78,0.645,47.8,28.7,,,,1.69,,Q,edH
1220(15),463089.5905651001,89370.37715599999,3.2,12.24,-0.629084967,13.3,1.67,2.7,0.8370000000000001,33.24,21.0,,,,1.47,,Q,L.epIII-H
1643(15),463243.5082507001,89365.16007279998,3.2,16.4,-0.62804878,14.4,1.85,2.72,0.679,41.1,24.7,,,,1.62,,Q,L.epIII-H
1214(15),463075.94915649993,89358.06119919998,0.7,16.58,-0.626658625,13.87,1.75,2.71,0.76,40.84,24.26,,,,1.54,,Q,L.epIII-H
1707(15),462818.7459844,89394.23948959998,3.8,13.9,-0.625899281,13.6,1.83,2.72,0.6890000000000001,36.2,22.3,,,,1.61,,Q,L.epIII-H
1843(15),462524.6907607,89509.42085519998,3.2,15.2,-0.625,15.7,1.9,2.72,0.659,40.4,25.2,,,,1.64,,Q,L.epIII-H
1644(15),463364.24484100007,89361.650788,4.9,16.0,-0.625,13.5,1.94,2.72,0.591,39.5,23.5,,,,1.71,,Q,L.epIII-H
1014(15),461065.5512512,89837.63668719998,2.8,9.3,-0.623655914,12.0,1.64,2.71,0.856,27.1,17.8,,,,1.46,,Q,edH
1207(15),462943.5997453,89384.01946719998,3.2,11.82,-0.618443316,12.43,1.81,2.7,0.677,31.56,19.74,,,,1.61,,Q,L.epIII-H
1708(15),462824.6780098001,89380.5771024,2.5,13.1,-0.618320611,13.3,1.84,2.72,0.679,34.5,21.4,,,,1.62,,Q,L.epII
1639(15),463261.8367842999,89379.48764479998,4.9,16.9,-0.615384615,13.5,1.85,2.75,0.687,40.8,23.9,,,,1.63,,Q,L.epIII-H
1037(15),462844.2401947001,89451.136212,4.5,13.9,-0.611510791,16.1,1.95,2.72,0.619,38.5,24.6,,,,1.68,,Q,L.epIII-H
1022(15),461913.0284476001,89717.30248160001,3.0,13.1,-0.610687023,11.4,,,,32.5,19.4,,,,,,,L.epIII-H
1032(15),462843.7039876001,89439.14816319998,4.8,13.3,-0.601503759,14.5,1.95,2.72,0.6,35.8,22.5,,,,1.7,,Q,L.epIII-H
1709(15),462845.0838772,89433.76913359998,5.1,13.8,-0.601449275,12.9,1.84,2.72,0.669,35.0,21.2,,,,1.63,,Q,L.epIII-H
1039(15),462828.6939385001,89451.62740479998,4.8,14.8,-0.601351351,13.0,1.95,2.72,0.5720000000000001,36.7,21.9,,,,1.73,,Q,L.epIII-H
1414(15),463719.04520469997,89436.26524960001,2.0,12.78,-0.600938967,10.72,1.64,2.7,0.8240000000000001,31.18,18.4,,,,1.48,,Q,L.epII
1239(15),461201.2378954,89815.756524,5.8,10.4,-0.596153846,13.0,1.9,2.7,0.607,29.6,19.2,,,,1.68,,Q,edH
1275(15),463290.23701209994,89369.6570968,2.9,12.1,-0.595041322,13.0,1.9,2.7,0.607,32.3,20.2,,,,1.68,,Q,L.epIII-H
1641(15),463253.5461976001,89372.09566159997,2.1,16.1,-0.590062112,13.7,1.87,2.72,0.659,39.3,23.2,,,,1.64,,Q,L.epIII-H
1893(15),462298.8613285,89554.61862319997,4.3,9.2,-0.586956522,11.0,,,,25.6,16.4,,,,,,,L.epIII-H
1403(15),463197.1544592999,89357.79084239998,4.8,10.72,-0.582089552,12.74,1.83,2.7,0.667,29.7,18.98,,,,1.62,,Q,L.epIII-H
1257(15),460828.40147469996,89877.50762319998,2.8,20.2,-0.574257426,16.4,,,,48.2,28.0,,,,,,,edH
1698(15),462467.29410279996,89500.40806959999,2.2,15.0,-0.573333333,13.4,1.9,2.72,0.619,37.0,22.0,,,,1.68,,Q,L.epIII-H
1126(15),463058.3780623,89423.46211519999,2.0,14.7,-0.571428571,11.8,,,,34.9,20.2,,,,,,,L.epIII-H
1460(15),461370.1468816,89786.2274048,7.2,7.0,-0.571428571,9.0,,,,20.0,13.0,,,,,,,L.epI
1467(15),461338.66440040007,89793.70504560001,7.3,7.0,-0.571428571,9.0,1.91,2.7,0.5429999999999999,20.0,13.0,,,,1.75,,Q,L.epI
1238(15),461232.8103694,89807.7114016,5.0,13.0,-0.569230769,9.6,,,,30.0,17.0,,,,,,,edH
1274(15),463283.54754730006,89366.3914008,3.2,13.0,-0.569230769,11.6,1.75,2.7,0.72,32.0,19.0,,,,1.57,,Q,L.epIII-H
1273(15),463282.5576265,89362.67734079999,0.5,15.0,-0.56,15.1,1.86,2.72,0.679,38.5,23.5,,,,1.62,,Q,L.epIII-H
1238(15),461232.8103694,89807.7114016,7.0,11.3,-0.557522124,11.7,2.2,2.73,0.386,29.3,18.0,,,,1.97,,Q,edH
1650(15),462343.82398120005,89577.41960560001,2.4,14.9,-0.55704698,13.8,1.95,2.72,0.591,37.0,22.1,,,,1.71,,Q,L.epIII-H
1169(15),462824.8579954,89484.33656239999,3.7,12.1,-0.553719008,14.0,1.87,2.72,0.659,32.8,20.7,,,,1.64,,Q,L.epIII-H
1029(15),463007.798359,89369.0280488,2.0,15.93,-0.549278092,12.29,2.0,2.71,0.522,36.97,21.04,,,,1.78,,Q,L.epIII-H
1623(15),460713.78064510005,89910.08561760001,2.8,22.1,-0.547511312,19.9,2.01,2.84,0.69,54.1,32.0,,,,1.68,,Q,mHn
1641(15),463253.5461976001,89372.09566159997,0.8,16.1,-0.5465838510000001,15.9,1.98,2.72,0.591,40.8,24.7,,,,1.71,,Q,L.epIII-H
1405(15),463239.05360710004,89360.43953599998,3.7,11.52,-0.5434027779999999,13.12,1.77,2.7,0.731,30.9,19.38,,,,1.56,,Q,L.epIII-H
1476(15),461265.6989881001,89802.620128,5.9,13.0,-0.538461538,11.0,,,,31.0,18.0,,,,,,,L.epI
1142(15),463829.1626446,89500.95012159998,7.0,12.2,-0.532786885,17.5,2.1,2.73,0.525,36.2,24.0,,,,1.79,,Q,edH
1239(15),461201.2378954,89815.756524,0.5,12.8,-0.53125,13.4,1.9,2.72,0.619,33.0,20.2,,,,1.68,,Q,edH
1700(15),462811.1190946,89425.2890312,3.0,9.9,-0.525252525,14.7,1.96,2.7,0.579,29.8,19.9,,,,1.71,,Q,L.epIII-H
1204(15),462903.46295649995,89383.84681359999,3.0,12.0,-0.515833333,11.81,1.78,2.7,0.698,30.0,18.0,,,,1.59,,Q,L.epIII-H
1709(15),462845.0838772,89433.76913359998,3.0,14.2,-0.5140845070000001,13.2,1.84,2.72,0.669,34.7,20.5,,,,1.63,,Q,L.epIII-H
1643(15),463243.5082507001,89365.16007279998,0.9,18.1,-0.513812155,16.7,1.98,2.76,0.624,44.1,26.0,,,,1.7,,Q,L.epIII-H
1001(15),463034.6724589001,89356.8231792,4.2,12.58,-0.512718601,13.39,1.61,2.7,0.901,32.42,19.84,,,,1.42,,Q,L.epII
1614(15),460684.74296829995,89919.18807599998,2.2,16.6,-0.5120481929999999,12.3,2.0,2.77,0.556,37.4,20.8,,,,1.78,,Q,mHn
1012(15),461166.2944410999,89820.92007119999,1.5,11.8,-0.508474576,12.0,,,,29.8,18.0,,,,,,,edH
1279(15),463321.75699029997,89360.3886768,2.8,12.5,-0.504,12.8,1.98,2.72,0.545,31.6,19.1,,,,1.76,,Q,L.epIII-H
1065(15),462408.6487948,89543.7307392,2.0,14.9,-0.503355705,11.0,,,,33.4,18.5,,,,,,,L.epIII-H
1120(15),463060.6316320001,89418.47925199998,14.0,20.6,-0.5,16.5,2.08,2.72,0.52,47.4,26.8,,,,1.79,,Q,L.epIII-H
